종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"028300","HLB","KOSDAQ","중견기업부","48150","500","1.05","48800","49700","48050","442991","21552720100","6329512892700","131454058"
"003580","HLB글로벌","KOSPI",,"2115","-30","-1.40","2145","2200","2110","132803","285144562","106419562470","50316578"
"278650","HLB바이오스텝","KOSDAQ","중견기업부","1302","-5","-0.38","1308","1327","1294","244998","318933865","113281211778","87005539"
"343090","HLB사이언스","KONEX","일반기업부","1807","29","1.63","1799","1817","1770","12094","21741318","32240152477","17841811"
"067630","HLB생명과학","KOSDAQ","투자주의환기종목(소속부없음)","4240","-40","-0.93","4400","4440","4230","480909","2078728350","516928325920","121917058"
"024850","HLB이노베이션","KOSDAQ","중견기업부","1929","-70","-3.50","2000","2070","1927","327217","644059489","278810160048","144536112"
"187420","HLB제넥스","KOSDAQ","기술성장기업부","3135","15","0.48","3120","3185","3100","29745","93421610","91340990070","29135882"
"047920","HLB제약","KOSDAQ","기술성장기업부","15530","-170","-1.08","15930","16260","15500","139896","2215528350","509373998680","32799356"
"115450","HLB테라퓨틱스","KOSDAQ","중견기업부","3310","-70","-2.07","3440","3475","3285","272835","921488471","279305290530","84382263"
"046210","HLB파나진","KOSDAQ","벤처기업부","1705","5","0.29","1700","1725","1700","84779","144751194","76941054190","45126718"
"196300","HLB펩","KOSDAQ","관리종목(소속부없음)","6820","40","0.59","6780","6890","6710","7411","50115750","63380974360","9293398"
"204320","HL만도","KOSPI",,"37000","350","0.95","37100","37350","36500","80305","2966969800","1737413440000","46957120"
"060980","HL홀딩스","KOSPI",,"39500","-200","-0.50","39800","40000","39450","10964","434026225","363932341500","9213477"
"011200","HMM","KOSPI",,"20700","-300","-1.43","21100","21150","20600","783756","16252998275","19525025979000","943237970"
"403870","HPSP","KOSDAQ GLOBAL","우량기업부","34900","-900","-2.51","36500","36550","34700","662999","23313143900","2914100023200","83498568"
"036640","HRS","KOSDAQ","우량기업부","5170","0","0.00","5170","5190","5140","27781","143454380","84554316000","16354800"
"035000","HS애드","KOSPI",,"8570","10","0.12","8560","8670","8510","16817","143852900","141982695130","16567409"
"002460","HS화성","KOSPI",,"10090","-80","-0.79","10170","10220","10050","26023","263234570","102413500000","10150000"
"487570","HS효성","KOSPI",,"60200","-600","-0.99","60600","60900","59500","13934","835321200","224300805400","3725927"
"298050","HS효성첨단소재","KOSPI",,"199900","-1100","-0.55","203500","205000","199200","10338","2074502250","895541605200","4479948"
"442770","IBKS제21호스팩","KOSDAQ","SPAC(소속부없음)","1862","0","0.00","0","0","0","0","0","7839020000","4210000"
"448760","IBKS제22호스팩","KOSDAQ","SPAC(소속부없음)","3955","335","9.25","3595","4030","3550","1679445","6400582711","17520650000","4430000"
"467930","IBKS제23호스팩","KOSDAQ","SPAC(소속부없음)","2210","-15","-0.67","2245","2245","2200","2519","5563005","9348300000","4230000"
"469480","IBKS제24호스팩","KOSDAQ","SPAC(소속부없음)","2210","5","0.23","2205","2220","2195","1489","3299335","9348300000","4230000"
"003560","IHQ","KOSPI",,"10760","0","0.00","0","0","0","0","0","76220934800","7083730"
"015360","INVENI","KOSPI",,"62700","1100","1.79","61700","62900","61700","5946","370674550","357390000000","5700000"
"095340","ISC","KOSDAQ GLOBAL","우량기업부","79100","-400","-0.50","79800","80100","77900","66861","5272387650","1676687287800","21197058"
"175330","JB금융지주","KOSPI",,"21900","-50","-0.23","22400","22600","21900","217936","4811626400","4186910853600","191183144"
"950170","JTC","KOSDAQ","외국기업(소속부없음)","6020","-220","-3.53","6330","6350","6000","65026","395862925","311513014960","51746348"
"234080","JW생명과학","KOSPI",,"13530","170","1.27","13580","13580","13370","41001","552800045","214241515620","15834554"
"067290","JW신약","KOSDAQ","중견기업부","1417","-13","-0.91","1430","1430","1404","67170","94899515","75633970542","53376126"
"001060","JW중외제약","KOSPI",,"23650","150","0.64","23900","24050","23550","28741","681473650","550712244500","23285930"
"001067","JW중외제약2우B","KOSPI",,"61300","600","0.99","61400","61400","61300","5","306700","12871344900","209973"
"001065","JW중외제약우","KOSPI",,"27300","100","0.37","27400","27400","27300","7","191500","9335262300","341951"
"096760","JW홀딩스","KOSPI",,"3300","-30","-0.90","3330","3350","3285","49342","163008631","243952308600","73924942"
"035900","JYP Ent.","KOSDAQ GLOBAL","우량기업부","78600","-1200","-1.50","79400","79500","78200","208332","16397265850","2792853871200","35532492"
"318000","KBG","KOSDAQ","벤처기업부","5550","70","1.28","5450","5590","5350","86979","475160880","48508237650","8740223"
"008970","KBI동양철관","KOSPI",,"2610","40","1.56","2575","2715","2570","1216183","3194613067","208541367270","79900907"
"024840","KBI메탈","KOSDAQ","중견기업부","1892","21","1.12","1872","1919","1861","390993","737606976","66048204508","34909199"
"105560","KB금융","KOSPI",,"114900","-1500","-1.29","118300","119600","114700","514342","59503512300","43829995634700","381462103"
"415640","KB발해인프라","KOSPI",,"9910","220","2.27","9790","9950","9700","130339","1286869620","1214426380680","122545548"
"432320","KB스타리츠","KOSPI",,"3995","-5","-0.13","4000","4000","3985","29707","118643525","405150068575","101414285"
"024120","KB오토시스","KOSDAQ","중견기업부","3500","-5","-0.14","3540","3570","3485","10404","36330272","40250000000","11500000"
"455250","KB제25호스팩","KOSDAQ","SPAC(소속부없음)","2095","-5","-0.24","2100","2100","2095","3114","6525110","9018975000","4305000"
"464680","KB제27호스팩","KOSDAQ","SPAC(소속부없음)","2065","0","0.00","2060","2065","2060","698","1438005","26648825000","12905000"
"478390","KB제29호스팩","KOSDAQ","SPAC(소속부없음)","2070","0","0.00","2065","2075","2055","1043","2145565","12875400000","6220000"
"486630","KB제30호스팩","KOSDAQ","SPAC(소속부없음)","2035","-5","-0.25","2035","2035","2025","1617","3278165","10805850000","5310000"
"492220","KB제31호스팩","KOSDAQ","SPAC(소속부없음)","2005","0","0.00","2005","2010","2005","14649","29371255","12451050000","6210000"
"0037T0","KB제32호스팩","KOSDAQ","SPAC(소속부없음)","1998","-1","-0.05","1999","2000","1996","4693","9377952","12647340000","6330000"
"0072Z0","KB제33호스팩","KOSDAQ","SPAC(소속부없음)","1981","-1","-0.05","1982","1983","1981","29972","59403921","15620185000","7885000"
"002380","KCC","KOSPI",,"452500","18000","4.14","443500","460000","437500","22449","10129022500","4021128127500","8886471"
"021320","KCC건설","KOSDAQ","우량기업부","4840","-75","-1.53","4980","4980","4815","32120","155342515","103576000000","21400000"
"344820","KCC글라스","KOSPI",,"26500","-200","-0.75","26550","27000","26450","29615","786377750","423218568000","15970512"
"009070","KCTC","KOSPI",,"5710","-180","-3.06","5890","5910","5690","332130","1916009200","171300000000","30000000"
"009440","KC그린홀딩스","KOSPI",,"756","0","0.00","0","0","0","0","0","17568790596","23239141"
"112190","KC산업","KONEX","일반기업부","1459","16","1.11","1649","1649","1320","6","9375","10395744127","7125253"
"119650","KC코트렐","KOSPI",,"918","0","0.00","0","0","0","0","0","100782913662","109785309"
"044180","KD","KOSDAQ","중견기업부","608","-12","-1.94","633","635","600","325348","198004048","16244421792","26717799"
"092220","KEC","KOSPI",,"814","-1","-0.12","816","821","797","691226","560166898","163421196774","200763141"
"046440","KG모빌리언스","KOSDAQ","우량기업부","5070","-60","-1.17","5110","5110","5030","66864","338213250","192714766140","38010802"
"003620","KG모빌리티","KOSPI",,"3830","230","6.39","3635","3835","3570","406528","1505315000","775095912960","202374912"
"016380","KG스틸","KOSPI",,"5560","-30","-0.54","5590","5600","5540","76790","426752525","556049467320","100008897"
"151860","KG에코솔루션","KOSDAQ","우량기업부","5830","-80","-1.35","5920","5960","5800","76386","446351770","277525501660","47603002"
"035600","KG이니시스","KOSDAQ","우량기업부","10470","-10","-0.10","10480","10490","10350","56313","585928045","288494923980","27554434"
"001390","KG케미칼","KOSPI",,"5160","-50","-0.96","5220","5230","5130","102819","530484630","353300246400","68469040"
"226360","KH 건설","KOSDAQ","투자주의환기종목(소속부없음)","2555","0","0.00","0","0","0","0","0","67617390260","26464732"
"111870","KH 미래물산","KOSDAQ","관리종목(소속부없음)","8910","0","0.00","0","0","0","0","0","62746456410","7042251"
"033180","KH 필룩스","KOSPI",,"5310","0","0.00","0","0","0","0","0","138166306200","26020020"
"060720","KH바텍","KOSDAQ","벤처기업부","12700","-30","-0.24","12800","12800","12620","114042","1446780610","300703513400","23677442"
"001940","KISCO홀딩스","KOSPI",,"25650","100","0.39","25800","25900","25300","6199","158962550","363624147000","14176380"
"058400","KNN","KOSDAQ","우량기업부","704","-4","-0.56","707","707","701","140212","98435103","93230522880","132429720"
"025000","KPX케미칼","KOSPI",,"48300","-500","-1.02","48600","48750","48200","2770","133945175","233772000000","4840000"
"092230","KPX홀딩스","KOSPI",,"67700","-400","-0.59","68400","68500","67500","1075","72799100","286008534200","4224646"
"000040","KR모터스","KOSPI",,"512","5","0.99","507","517","505","71951","36575813","44224094208","86375184"
"044450","KSS해운","KOSPI",,"9270","-30","-0.32","9370","9370","9210","19211","178163750","214006107600","23085880"
"101000","KS인더스트리","KOSDAQ","중견기업부","986","-25","-2.47","1010","1011","970","1241597","1218528823","32978546772","33446802"
"030200","KT","KOSPI",,"49900","200","0.40","49900","50000","49450","227092","11289627550","12575882081500","252021685"
"033780","KT&G","KOSPI",,"134600","-700","-0.52","136900","136900","134000","115481","15558517050","16134872419200","119872752"
"058850","KTcs","KOSPI",,"3055","25","0.83","3045","3085","3030","426383","1302753538","130402675000","42685000"
"058860","KTis","KOSPI",,"2740","5","0.18","2740","2745","2725","39492","107923442","95357480000","34802000"
"089600","KT나스미디어","KOSDAQ","우량기업부","13510","-90","-0.66","13620","13620","13500","7510","101612095","156285882130","11568163"
"418470","KT밀리의서재","KOSDAQ","중견기업부","13360","-240","-1.76","13580","13580","13350","17241","231417520","114412221040","8563789"
"043610","KT지니뮤직","KOSDAQ","우량기업부","1885","-8","-0.42","1902","1902","1879","42818","80619614","109547600630","58115438"
"122450","KX","KOSDAQ","중견기업부","3865","-40","-1.02","3905","3925","3850","35986","139289180","173228658410","44819834"
"052900","KX하이텍","KOSDAQ","우량기업부","995","0","0.00","991","1004","989","98382","97927879","54831979415","55107517"
"036560","KZ정밀","KOSDAQ","우량기업부","15250","160","1.06","15070","15530","15070","5910","90008780","240187500000","15750000"
"061970","LB세미콘","KOSDAQ","중견기업부","5290","-60","-1.12","5370","5410","5270","197651","1053547160","307259101740","58083006"
"309960","LB인베스트먼트","KOSDAQ","벤처기업부","5170","-30","-0.58","5200","5360","5140","70124","366186370","120033125630","23217239"
"093050","LF","KOSPI",,"18370","-60","-0.33","18440","18590","18170","71438","1303197385","537138800000","29240000"
"003550","LG","KOSPI",,"83600","500","0.60","85000","85000","82000","154264","12848031350","12892924506000","154221585"
"034220","LG디스플레이","KOSPI",,"14450","140","0.98","14500","14790","14390","2067680","30160775145","7225000000000","500000000"
"051900","LG생활건강","KOSPI",,"287000","-3500","-1.20","292500","293000","286500","26433","7618835750","4391805733000","15302459"
"051905","LG생활건강우","KOSPI",,"118400","-2300","-1.91","120700","121000","118200","9337","1112785200","248604124800","2099697"
"064400","LG씨엔에스","KOSPI",,"66000","3200","5.10","62900","66600","62500","1337471","87015846350","6394472568000","96885948"
